count,local_dummy,minuto,name,numero,posicion
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/126127/maximiliano-perg-schneider"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/126127/126127.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/126127/126127.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #26
                                                </strong>","<span class=""posicion"">Defensa Central</span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/82523/kevin-rafael-escamilla-moreno"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/82523/82523.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/82523/82523.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #5
                                                </strong>","<span class=""posicion"">Medio Defensivo</span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/140506/kevin-federik-ramirez-dutra"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/140506/140506.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/140506/140506.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #7
                                                </strong>","<span class=""posicion"">Medio Ofensivo</span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/150488/bryan-olivera-calvo"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/150488/150488.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/150488/150488.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #11
                                                </strong>","<span class=""posicion"">Medio Ofensivo</span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/125703/jonathan-david-dos-santos-dure"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/125703/125703.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/125703/125703.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #9
                                                </strong>","<span class=""posicion"">Delantero</span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/34996/pablo-edson-barrera-acosta"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/34996/34996.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/34996/34996.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #18
                                                </strong>","<span class=""posicion"">Delantero</span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/144844/nicolas-sosa-sanchez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/144844/144844.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/144844/144844.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #20
                                                </strong>","<span class=""posicion"">Delantero</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/85630/ricardo-diaz-quirarte"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/85630/85630.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/85630/85630.jpg""/>
</a>
</div>","<strong class=""numero"">
<span class=""posicionJ guantes""> </span> 
                                                    
                                                    #21
                                                </strong>","<span class=""posicion"">Portero</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/48762/daniel-angel-cervantes-fraire"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/48762/48762.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/48762/48762.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #25
                                                </strong>","<span class=""posicion"">Defensa Central</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/79068/juan-pablo-meza-tepezano"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/79068/79068.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/79068/79068.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #33
                                                </strong>","<span class=""posicion"">Defensa Lateral</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/74948/osvaldo-david-martinez-arce"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/74948/74948.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/74948/74948.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #8
                                                </strong>","<span class=""posicion"">Medio Defensivo</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/111376/pablo-leandro-gomez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/111376/111376.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/111376/111376.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #12
                                                </strong>","<span class=""posicion"">Medio Ofensivo</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/99454/raul-damian-torres-rodriguez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/99454/99454.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/99454/99454.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #16
                                                </strong>","<span class=""posicion"">Medio Defensivo</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/49500/david-cabrera-pujol"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/49500/49500.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/49500/49500.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #23
                                                </strong>","<span class=""posicion"">Medio Defensivo</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/138118/kevin-alexander-balanta-lucumi"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/138118/138118.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/138118/138118.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #35
                                                </strong>","<span class=""posicion"">Medio Defensivo</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/71621/luis-guillermo-madrigal-gutierrez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/71621/71621.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/71621/71621.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #19
                                                </strong>","<span class=""posicion"">Delantero</span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/124277/jesus-hernandez-moreno"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/124277/124277.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/124277/124277.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #191
                                                </strong>","<span class=""posicion"">Delantero</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/25460/juan-carlos-de-la-barrera-lara"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/25460/25460.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/25460/25460.jpg""/>
</a>
</div>","<strong class=""numero"">DT </strong>","<span class=""posicion"">Director Técnico</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/82313/guillermo-leal-garcia"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/82313/82313.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/82313/82313.jpg""/>
</a>
</div>","<strong class=""numero"">PF </strong>","<span class=""posicion"">Preparador Físico</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/99110/andres-lopez-ochoa"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/99110/99110.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/99110/99110.jpg""/>
</a>
</div>","<strong class=""numero"">DR </strong>","<span class=""posicion"">Médico</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/51286/carlos-olaf-heredia-orozco"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/51286/51286.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/51286/51286.jpg""/>
</a>
</div>","<strong class=""numero"">AX </strong>","<span class=""posicion"">Auxiliar Técnico</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/67653/gabriel-espana-perez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/67653/67653.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/67653/67653.jpg""/>
</a>
</div>","<strong class=""numero"">AX </strong>","<span class=""posicion"">Auxiliar Técnico</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/138076/fernando-briones-guzman"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/138076/138076.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/138076/138076.jpg""/>
</a>
</div>","<strong class=""numero"">TP </strong>","<span class=""posicion"">Terapista</span>"
6,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>8'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/150488/bryan-olivera-calvo"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/150488/150488.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/150488/150488.jpg""/>
</a>
</div>","<strong class=""numero"">#11</strong>","<span class=""posicion"">Medio Ofensivo</span>"
6,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>37'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/50896/omar-israel-mendoza-martin"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/50896/50896.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/50896/50896.jpg""/>
</a>
</div>","<strong class=""numero"">#2</strong>","<span class=""posicion"">Defensa Lateral</span>"
6,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>57'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/82523/kevin-rafael-escamilla-moreno"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/82523/82523.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/82523/82523.jpg""/>
</a>
</div>","<strong class=""numero"">#5</strong>","<span class=""posicion"">Medio Defensivo</span>"
6,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>90'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/137869/jose-alexis-doldan-aquino"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/137869/137869.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/137869/137869.jpg""/>
</a>
</div>","<strong class=""numero"">#22</strong>","<span class=""posicion"">Defensa Central</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>45'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/108788"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/108788/108788.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/108788/108788.jpg""/>
</a>
</div>","<strong class=""numero"">#12 </strong>","<span class=""posicion"">Defensa Central</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>45'</span></div>","<div class=""jugador"">
<a href=""/cancha/jugador/144316"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/144316/144316.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/144316/144316.jpg""/>
</a>
</div>","<strong class=""numero"">#27 </strong>","<span class=""posicion"">Defensa Central</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>74'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/98245"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/98245/98245.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/98245/98245.jpg""/>
</a>
</div>","<strong class=""numero"">#11 </strong>","<span class=""posicion"">Medio Ofensivo</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>74'</span></div>","<div class=""jugador"">
<a href=""/cancha/jugador/76308"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/76308/76308.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/76308/76308.jpg""/>
</a>
</div>","<strong class=""numero"">#7 </strong>","<span class=""posicion"">Delantero</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>74'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/86533"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/86533/86533.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/86533/86533.jpg""/>
</a>
</div>","<strong class=""numero"">#15 </strong>","<span class=""posicion"">Delantero</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>74'</span></div>","<div class=""jugador"">
<a href=""/cancha/jugador/139381"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/139381/139381.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/139381/139381.jpg""/>
</a>
</div>","<strong class=""numero"">#9 </strong>","<span class=""posicion"">Delantero</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>74'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/150131"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/150131/150131.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/150131/150131.jpg""/>
</a>
</div>","<strong class=""numero"">#2 </strong>","<span class=""posicion"">Delantero</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>74'</span></div>","<div class=""jugador"">
<a href=""/cancha/jugador/57306"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/57306/57306.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/57306/57306.jpg""/>
</a>
</div>","<strong class=""numero"">#4 </strong>","<span class=""posicion"">Defensa Lateral</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>89'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/139381"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/139381/139381.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/139381/139381.jpg""/>
</a>
</div>","<strong class=""numero"">#9 </strong>","<span class=""posicion"">Delantero</span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>89'</span></div>","<div class=""jugador"">
<a href=""/cancha/jugador/150554"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/150554/150554.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/72/1/150554/150554.jpg""/>
</a>
</div>","<strong class=""numero"">#14 </strong>","<span class=""posicion"">Medio Defensivo</span>"
